Type,Keyword,Original,Goal,Targets,HigherLevel,TargetLevel,NonHumanSubject,GoalTopic
Challenge,economic decision making,[equal opportunities] x [leadership] x [decision making] x [economic life],5,5_5,,1,,gender equality women
Challenge,equal opportunities,[equal opportunities] x [leadership] x [decision making] x [economic life],5,5_5,1,1,,gender equality women
Challenge,leadership,[equal opportunities] x [leadership] x [decision making] x [economic life],5,5_5,1,1,,gender equality women
Challenge,decision making,[equal opportunities] x [leadership] x [decision making] x [economic life],5,5_5,1,1,,gender equality women
Challenge,economics,[equal opportunities] x [leadership] x [decision making] x [economic life],5,5_5,1,1,,gender equality women
Challenge,equal leadership opportunities,[equal opportunities] x [leadership] x [decision making] x [public life],5,5_5,,1,,gender equality women
Challenge,equal decision making opportunities,[equal opportunities] x [leadership] x [decision making] x [public life],5,5_5,,1,,gender equality women
Challenge,equal opportunities in public life,[equal opportunities] x [leadership] x [decision making] x [public life],5,5_5,,1,,gender equality women
Challenge,public leadership,[equal opportunities] x [leadership] x [decision making] x [public life],5,5_5,,1,,gender equality women
Challenge,decision making leadership,[equal opportunities] x [leadership] x [decision making] x [public life],5,5_5,,1,,gender equality women
Challenge,public decision making,[equal opportunities] x [leadership] x [decision making] x [public life],5,5_5,,1,,gender equality women
Challenge,equal opportunities,[equal opportunities] x [leadership] x [decision making] x [public life],5,5_5,1,1,,gender equality women
Challenge,leadership,[equal opportunities] x [leadership] x [decision making] x [public life],5,5_5,1,1,,gender equality women
Challenge,decision making,[equal opportunities] x [leadership] x [decision making] x [public life],5,5_5,1,1,,gender equality women
Challenge,public life,[equal opportunities] x [leadership] x [decision making] x [public life],5,5_5,1,1,,gender equality women
Challenge,sexual health rights,[sexual] x [health] x [rights],5,5_6,,1,,gender equality women
Challenge,reproductive health rights,[reproductive health] x [rights],5,5_6,,1,,gender equality women
Challenge,reproductive rights,reproductive rights,5,5_6,,1,,gender equality women
Challenge,universal access,universal access,5,5_6,,1,,gender equality women
Challenge,accessibility,universal access,5,5_6,1,1,,gender equality women
Challenge,sexual health,[sexual] x [health] x [rights],5,5_6,1,1,,gender equality women
Challenge,health rights,[sexual] x [health] x [rights],5,5_6,1,1,,gender equality women
Challenge,health,[sexual] x [health] x [rights],5,5_6,2,1,,gender equality women
Challenge,rights,[sexual] x [health] x [rights],5,5_6,2,1,,gender equality women
Challenge,reproductive health,[reproductive health] x [rights],5,5_6,1,1,,gender equality women
Challenge,rights,[reproductive health] x [rights],5,5_6,2,1,,gender equality women
Challenge,health,[reproductive health] x [rights],5,5_6,2,1,,gender equality women
Challenge,health rights,[reproductive health] x [rights],5,5_6,1,1,,gender equality women
Challenge,rights,reproductive rights,5,5_6,1,1,,gender equality women
Challenge,safe drinking water,safe drinking water,6,6_1,,1,,water sanitation
Challenge,drinking water,safe drinking water,6,6_1,1,1,,water sanitation
Challenge,water,safe drinking water,6,6_1,2,1,,water sanitation
Challenge,safety,safe drinking water,6,6_1,2,1,,water sanitation
Challenge,affordability drinking water,affordable drinking water,6,6_1,,1,,water sanitation
Challenge,drinking water,affordable drinking water,6,6_1,1,1,,water sanitation
Challenge,water,affordable drinking water,6,6_1,2,1,,water sanitation
Challenge,affordability,affordable drinking water,6,6_1,2,1,,water sanitation
Challenge,universal access to drinking water,[universal] x [access to] x [drinking water],6,6_1,,1,,water sanitation
Challenge,equal access to drinking water,[equitable] x [access to] x [drinking water],6,6_1,,1,,water sanitation
Challenge,drinking water access,[universal] x [access to] x [drinking water],6,6_1,1,1,,water sanitation
Challenge,drinking water access,[equitable] x [access to] x [drinking water],6,6_1,1,1,,water sanitation
Challenge,drinking water,[universal] x [access to] x [drinking water],6,6_1,2,1,,water sanitation
Challenge,drinking water,[equitable] x [access to] x [drinking water],6,6_1,2,1,,water sanitation
Challenge,accessibility,[universal] x [access to] x [drinking water],6,6_1,2,1,,water sanitation
Challenge,accessibility,[equitable] x [access to] x [drinking water],6,6_1,2,1,,water sanitation
Challenge,water,[universal] x [access to] x [drinking water],6,6_1,3,1,,water sanitation
Challenge,water,[equitable] x [access to] x [drinking water],6,6_1,3,1,,water sanitation
Challenge,sanitation access,[access to] x [sanitation],6,6_2,,1,,water sanitation
Challenge,hygiene access,[access to] x [hygiene],6,6_2,,1,,water sanitation
Challenge,accessibility,[access to] x [sanitation],6,6_2,1,1,,water sanitation
Challenge,accessibility,[access to] x [hygiene],6,6_2,1,1,,water sanitation
Challenge,hygiene,[access to] x [sanitation],6,6_2,1,1,,water sanitation
Challenge,sanitation,[access to] x [hygiene],6,6_2,1,1,,water sanitation
Challenge,equitable sanitation,[equitable] x [sanitation],6,6_2,,1,,water sanitation
Challenge,equitable hygiene,[equitable] x [hygiene],6,6_2,,1,,water sanitation
Challenge,affordable sanitation,[affordable] x [sanitation],6,6_2,,1,,water sanitation
Challenge,affordable hygiene,[affordable] x [hygiene],6,6_2,,1,,water sanitation
Challenge,equitability,[equitable] x [sanitation],6,6_2,1,1,,water sanitation
Challenge,equitability,[equitable] x [hygiene],6,6_2,1,1,,water sanitation
Challenge,sanitation,[equitable] x [sanitation],6,6_2,1,1,,water sanitation
Challenge,hygiene,[equitable] x [hygiene],6,6_2,1,1,,water sanitation
Challenge,affordability,[affordable] x [sanitation],6,6_2,1,1,,water sanitation
Challenge,affordability,[affordable] x [hygiene],6,6_2,1,1,,water sanitation
Challenge,sanitation,[affordable] x [sanitation],6,6_2,1,1,,water sanitation
Challenge,hygiene,[affordable] x [hygiene],6,6_2,1,1,,water sanitation
Challenge,open defecation,open defecation,6,6_2,,1,,water sanitation
Challenge,defecation,open defecation,6,6_2,1,1,,water sanitation
Challenge,water quality,water quality,6,6_3,,1,,water sanitation
Challenge,water,water quality,6,6_3,1,1,,water sanitation
Challenge,water-use efficiency,water-use efficiency,6,6_4,,1,,water sanitation
Challenge,water,water-use efficiency,6,6_4,1,1,,water sanitation
Challenge,ressource efficiency,water-use efficiency,6,6_4,1,1,,water sanitation
Challenge,water scarcity,water scarcity,6,6_4,,1,,water sanitation
Challenge,ressource scarcity,water scarcity,6,6_4,1,1,,water sanitation
Challenge,water,water scarcity,6,6_4,1,1,,water sanitation
Challenge,integrated water ressource management,integrated water ressources management,6,6_5,,1,,water sanitation
Challenge,integrated ressource management,integrated water ressources management,6,6_5,1,1,,water sanitation
Challenge,water ressource management,integrated water ressources management,6,6_5,1,1,,water sanitation
Challenge,water management,integrated water ressources management,6,6_5,2,1,,water sanitation
Challenge,ressource management,integrated water ressources management,6,6_5,2,1,,water sanitation
Challenge,water,integrated water ressources management,6,6_5,3,1,,water sanitation
Challenge,water-related ecosystems,water-related ecosystems,6,6_6,,1,,water sanitation
Challenge,ecosystems,water-related ecosystems,6,6_6,1,1,,water sanitation
Challenge,water,water-related ecosystems,6,6_6,2,1,,water sanitation
Challenge,mountain ecosystems,[mountains] x [ecosystems],6,6_6,,1,,water sanitation
Challenge,forest ecosystems,[forests] x [ecosystems],6,6_6,,1,,water sanitation
Challenge,wetland ecosystems,[wetlands] x [ecosystems],6,6_6,,1,,water sanitation
Challenge,river ecosystems,[rivers] x [ecosystems],6,6_6,,1,,water sanitation
Challenge,aquifier ecosystems,[aquifers] x [ecosystems],6,6_6,,1,,water sanitation
Challenge,lake ecosystems,[lakes] x [ecosystems],6,6_6,,1,,water sanitation
Challenge,mountains,[mountains] x [ecosystems],6,6_6,1,1,,water sanitation
Challenge,forests,[forests] x [ecosystems],6,6_6,1,1,,water sanitation
Challenge,wetlands,[wetlands] x [ecosystems],6,6_6,1,1,,water sanitation
Challenge,rivers,[rivers] x [ecosystems],6,6_6,1,1,,water sanitation
Challenge,aquifiers,[aquifers] x [ecosystems],6,6_6,1,1,,water sanitation
Challenge,lakes,[lakes] x [ecosystems],6,6_6,1,1,,water sanitation
Challenge,ecosystems,[mountains] x [ecosystems],6,6_6,1,1,,water sanitation
Challenge,ecosystems,[forests] x [ecosystems],6,6_6,1,1,,water sanitation
Challenge,ecosystems,[wetlands] x [ecosystems],6,6_6,1,1,,water sanitation
Challenge,ecosystems,[rivers] x [ecosystems],6,6_6,1,1,,water sanitation
Challenge,ecosystems,[aquifers] x [ecosystems],6,6_6,1,1,,water sanitation
Challenge,ecosystems,[lakes] x [ecosystems],6,6_6,1,1,,water sanitation
Challenge,energy service affordability,[affordable] x [energy services],7,7_1,,1,,energy
Challenge,energy services,[affordable] x [energy services],7,7_1,1,1,,energy
Challenge,affordability,[affordable] x [energy services],7,7_1,1,1,,energy
Challenge,energy,[affordable] x [energy services],7,7_1,2,1,,energy
Challenge,energy service reliability,[reliable] x [energy services],7,7_1,,1,,energy
Challenge,energy services accessbility,[reliable] x [energy services],7,7_1,1,1,,energy
Challenge,energy,[reliable] x [energy services],7,7_1,2,1,,energy
Challenge,reliability,[reliable] x [energy services],7,7_1,1,1,,energy
Challenge,energy service modernity,[modern] x [energy services],7,7_1,,1,,energy
Challenge,modernity,[modern] x [energy services],7,7_1,1,1,,energy
Challenge,energy services accessbility,[modern] x [energy services],7,7_1,1,1,,energy
Challenge,energy,[modern] x [energy services],7,7_1,2,1,,energy
Challenge,energy service accessbility,[access to] x [energy services],7,7_1,,1,,energy
Challenge,accessibility,[access to] x [energy services],7,7_1,1,1,,energy
Challenge,energy services accessbility,[access to] x [energy services],7,7_1,1,1,,energy
Challenge,energy,[access to] x [energy services],7,7_1,2,1,,energy
Challenge,renewable energy,renewable energy,7,7_2,,1,,energy
Challenge,energy,renewable energy,7,7_2,1,1,,energy
Challenge,global energy mix,global energy mix,7,7_2,,1,,energy
Challenge,energy mix,global energy mix,7,7_2,1,1,,energy
Challenge,global energy,global energy mix,7,7_2,1,1,,energy
Challenge,energy,global energy mix,7,7_2,1,1,,energy
Challenge,energy efficiency,energy efficiency,7,7_3,,1,,energy
Challenge,energy,energy efficiency,7,7_3,1,1,,energy
Challenge,per capita economic growth,per capita economic growth,8,8_1,,1,,economic growth jobs
Challenge,economic growth,per capita economic growth,8,8_1,1,1,,economic growth jobs
Challenge,economics,per capita economic growth,8,8_1,2,1,,economic growth jobs
Challenge,GDP growth,GDP growth,8,8_1,,1,,economic growth jobs
Challenge,GDP,GDP growth,8,8_1,1,1,,economic growth jobs
Challenge,economic productivity,productivity of economies ,8,8_2,,1,,economic growth jobs
Challenge,economics,productivity of economies ,8,8_2,1,1,,economic growth jobs
Challenge,productive activities,productive activities,8,8_3,,1,,economic growth jobs
Challenge,economic productivity,productive activities,8,8_3,1,1,,economic growth jobs
Challenge,decent job creation,decent job creation,8,8_3,,1,,economic growth jobs
Challenge,job creation,decent job creation,8,8_3,1,1,,economic growth jobs
Challenge,decent jobs,decent job creation,8,8_3,1,1,,economic growth jobs
Challenge,jobs,decent job creation,8,8_3,2,1,,economic growth jobs
Challenge,entrepreneurship,entrepreneurship,8,8_3,,1,,economic growth jobs
Challenge,creativity,creativity,8,8_3,,1,,economic growth jobs
Challenge,innovation,innovation,8,8_3,,1,,economic growth jobs
Challenge,micro-sized enterprises,[micro-sized] x [enterprises],8,8_3,,1,,economic growth jobs
Challenge,enterprises,[micro-sized] x [enterprises],8,8_3,1,1,,economic growth jobs
Challenge,small-sized enterprises,[small-sized] x [enterprises],8,8_3,,1,,economic growth jobs
Challenge,enterprises,[small-sized] x [enterprises],8,8_3,1,1,,economic growth jobs
Challenge,medium-sized enterprises,[medium-sized] x [enterprises],8,8_3,,1,,economic growth jobs
Challenge,enterprises,[medium-sized] x [enterprises],8,8_3,1,1,,economic growth jobs
Challenge,enterprise growth,[growth] x [enterprises],8,8_3,,1,,economic growth jobs
Challenge,enterprises,[growth] x [enterprises],8,8_3,1,1,,economic growth jobs
Challenge,enterprise formalization,[formalization] x [enterprises],8,8_3,,1,,economic growth jobs
Challenge,enterprises,[formalization] x [enterprises],8,8_3,1,1,,economic growth jobs
Challenge,formalization,[formalization] x [enterprises],8,8_3,1,1,,economic growth jobs
Challenge,global ressource efficiency,global ressource efficiency,8,8_4,,1,,economic growth jobs
Challenge,ressource efficiency,global ressource efficiency,8,8_4,1,1,,economic growth jobs
Challenge,consumption ressource efficiency,[consumption] x [ressource efficiency],8,8_4,,1,,economic growth jobs
Challenge,ressource efficiency,[consumption] x [ressource efficiency],8,8_4,1,1,,economic growth jobs
Challenge,consumption ressources,[consumption] x [ressource efficiency],8,8_4,1,1,,economic growth jobs
Challenge,consumption,[consumption] x [ressource efficiency],8,8_4,1,1,,economic growth jobs
Challenge,production ressource efficiency,[production] x [ressource efficiency],8,8_4,,1,,economic growth jobs
Challenge,ressource efficiency,[production] x [ressource efficiency],8,8_4,1,1,,economic growth jobs
Challenge,production ressources,[production] x [ressource efficiency],8,8_4,1,1,,economic growth jobs
Challenge,production,[production] x [ressource efficiency],8,8_4,1,1,,economic growth jobs
Challenge,decouple economic growth and environmental degradation,[decouple] x [economic growth] x [environmental degradation],8,8_4,,1,,economic growth jobs
Challenge,economic growth,[decouple] x [economic growth] x [environmental degradation],8,8_4,1,1,,economic growth jobs
Challenge,economics,[decouple] x [economic growth] x [environmental degradation],8,8_4,2,1,,economic growth jobs
Challenge,environmental degradation,[decouple] x [economic growth] x [environmental degradation],8,8_4,1,1,,economic growth jobs
Challenge,environment,[decouple] x [economic growth] x [environmental degradation],8,8_4,2,1,,economic growth jobs
Challenge,decoupling,[decouple] x [economic growth] x [environmental degradation],8,8_4,1,1,,economic growth jobs
Challenge,decent jobs,decent work ,8,8_5,,1,,economic growth jobs
Challenge,jobs,decent work ,8,8_5,1,1,,economic growth jobs
Challenge,full employment,[full] x [employment],8,8_5,,1,,economic growth jobs
Challenge,employment,[full] x [employment],8,8_5,1,1,,economic growth jobs
Challenge,jobs,[full] x [employment],8,8_5,,1,,economic growth jobs
Challenge,productive employment,[productive] x [employment],8,8_5,,1,,economic growth jobs
Challenge,employment,[productive] x [employment],8,8_5,1,1,,economic growth jobs
Challenge,jobs,[productive] x [employment],8,8_5,2,1,,economic growth jobs
Challenge,equal pay for equal value,[equal pay] x [work of equal value],8,8_5,,1,,economic growth jobs
Challenge,equal pay,[equal pay] x [work of equal value],8,8_5,1,1,,economic growth jobs
Challenge,pay,[equal pay] x [work of equal value],8,8_5,2,1,,economic growth jobs
Challenge,work,[equal pay] x [work of equal value],8,8_5,1,1,,economic growth jobs
Challenge,unemployment,not in employment,8,8_6,,1,,economic growth jobs
Challenge,employment,employment,8,8_6,,1,,economic growth jobs
Challenge,jobs,employment,8,8_6,1,1,,economic growth jobs
Challenge,education,education,8,8_6,,1,,economic growth jobs
Challenge,training,training,8,8_6,,1,,economic growth jobs
Challenge,child labour,child labour,8,8_7,,1,,economic growth jobs
Challenge,labour,child labour,8,8_7,1,1,,economic growth jobs
Challenge,jobs,child labour,8,8_7,2,1,,economic growth jobs
Challenge,employment,child labour,8,8_7,2,1,,economic growth jobs
Challenge,forced labour,forced labour,8,8_7,,1,,economic growth jobs
Challenge,labour,forced labour,8,8_7,1,1,,economic growth jobs
Challenge,jobs,forced labour,8,8_7,2,1,,economic growth jobs
Challenge,employment,forced labour,8,8_7,2,1,,economic growth jobs
Challenge,child soldier recruitment,[recruitment] x [child soldiers],8,8_7,,1,,economic growth jobs
Challenge,child soldiers,[recruitment] x [child soldiers],8,8_7,1,1,,economic growth jobs
Challenge,soldiers,[recruitment] x [child soldiers],8,8_7,2,1,,economic growth jobs
Challenge,armed forces,[recruitment] x [child soldiers],8,8_7,3,1,,economic growth jobs
Challenge,child soldier use,[use] x [child soldiers],8,8_7,,1,,economic growth jobs
Challenge,child soldiers,[use] x [child soldiers],8,8_7,1,1,,economic growth jobs
Challenge,soldiers,[use] x [child soldiers],8,8_7,2,1,,economic growth jobs
Challenge,armed forces,[use] x [child soldiers],8,8_7,3,1,,economic growth jobs
Challenge,labour rights,labour rights,8,8_8,,1,,economic growth jobs
Challenge,safe work environment,[safe] x [working environments],8,8_8,,1,,economic growth jobs
Challenge,work environment,[safe] x [working environments],8,8_8,1,1,,economic growth jobs
Challenge,employment,[safe] x [working environments],8,8_8,2,1,,economic growth jobs
Challenge,jobs,[safe] x [working environments],8,8_8,2,1,,economic growth jobs
Challenge,secure work environment,[secure] x [working environments],8,8_8,,1,,economic growth jobs
Challenge,work environment,[secure] x [working environments],8,8_8,1,1,,economic growth jobs
Challenge,employment,[secure] x [working environments],8,8_8,2,1,,economic growth jobs
Challenge,jobs,[secure] x [working environments],8,8_8,2,1,,economic growth jobs
Challenge,sustainable tourism,sustainable tourism,8,8_9,,1,,economic growth jobs
Challenge,tourism,sustainable tourism,8,8_9,,1,,economic growth jobs
Challenge,job creation,creates jobs,8,8_9,,1,,economic growth jobs
Challenge,jobs,creates jobs,8,8_9,1,1,,economic growth jobs
Challenge,employment,creates jobs,8,8_9,1,1,,economic growth jobs
Challenge,local culture,[local] x [culture],8,8_9,,1,,economic growth jobs
Challenge,culture,[local] x [culture],8,8_9,1,1,,economic growth jobs
Challenge,local products,[local] x [products],8,8_9,,1,,economic growth jobs
Challenge,products,[local] x [products],8,8_9,1,1,,economic growth jobs
Challenge,domestic financial institutions capacity,[capacity] x [domestic] x [financial institutions],8,8_10,,1,,economic growth jobs
Challenge,domestic financial institutions,[capacity] x [domestic] x [financial institutions],8,8_10,1,1,,economic growth jobs
Challenge,financial institutions capacity,[capacity] x [domestic] x [financial institutions],8,8_10,1,1,,economic growth jobs
Challenge,financial institutions,[capacity] x [domestic] x [financial institutions],8,8_10,2,1,,economic growth jobs
Challenge,finance,[capacity] x [domestic] x [financial institutions],8,8_10,3,1,,economic growth jobs
Challenge,banking accessibility,[access to] x [banking],8,8_10,,1,,economic growth jobs
Challenge,banks,[access to] x [banking],8,8_10,1,1,,economic growth jobs
Challenge,accessibility,[access to] x [banking],8,8_10,1,1,,economic growth jobs
Challenge,insurance accessibility,[access to] x [insurance],8,8_10,,1,,economic growth jobs
Challenge,insurance,[access to] x [insurance],8,8_10,1,1,,economic growth jobs
Challenge,accessibility,[access to] x [insurance],8,8_10,1,1,,economic growth jobs
Challenge,financial services accessibility,[access to] x [financial services],8,8_10,,1,,economic growth jobs
Challenge,financial services,[access to] x [financial services],8,8_10,1,1,,economic growth jobs
Challenge,finance,[access to] x [financial services],8,8_10,2,1,,economic growth jobs
Challenge,accessibility,[access to] x [financial services],8,8_10,1,1,,economic growth jobs
Challenge,quality infrastructure,[quality] x [infrastructure],9,9_1,,1,,infrastructure industry innovation
Challenge,infrastructure,[quality] x [infrastructure],9,9_1,1,1,,infrastructure industry innovation
Challenge,reliable infrastructue,[reliable] x [infrastructure],9,9_1,,1,,infrastructure industry innovation
Challenge,infrastructure,[reliable] x [infrastructure],9,9_1,1,1,,infrastructure industry innovation
Challenge,sustainable infrastructure,[sustainable] x [infrastructure],9,9_1,,1,,infrastructure industry innovation
Challenge,infrastructure,[sustainable] x [infrastructure],9,9_1,1,1,,infrastructure industry innovation
Challenge,resilient infrastructure,[resilient] x [infrastructure],9,9_1,,1,,infrastructure industry innovation
Challenge,infrastructure,[resilient] x [infrastructure],9,9_1,1,1,,infrastructure industry innovation
Challenge,regional infrastructure,[regional] x [infrastructure],9,9_1,,1,,infrastructure industry innovation
Challenge,infrastructure,[regional] x [infrastructure],9,9_1,1,1,,infrastructure industry innovation
Challenge,trans-border infrastructure,[trans-border] x [infrastructure],9,9_1,,1,,infrastructure industry innovation
Challenge,infrastructure,[trans-border] x [infrastructure],9,9_1,1,1,,infrastructure industry innovation
Challenge,economic development,economic development,9,9_1,,1,,infrastructure industry innovation
Challenge,economics,economic development,9,9_1,1,1,,infrastructure industry innovation
Challenge,human well-being,human well-being,9,9_1,,1,,infrastructure industry innovation
Challenge,well-being,human well-being,9,9_1,1,1,,infrastructure industry innovation
Challenge,equitable access,equitable access,9,9_1,,1,,infrastructure industry innovation
Challenge,accessibility,equitable access,9,9_1,1,1,,infrastructure industry innovation
Challenge,affordability,affordable,9,9_1,,1,,infrastructure industry innovation
Challenge,inclusive industrialization,[inclusive] x [industrialization],9,9_2,,1,,infrastructure industry innovation
Challenge,industrialization,[inclusive] x [industrialization],9,9_2,1,1,,infrastructure industry innovation
Challenge,industrial sector,[inclusive] x [industrialization],9,9_2,2,1,,infrastructure industry innovation
Challenge,inclusivity,[inclusive] x [industrialization],9,9_2,1,1,,infrastructure industry innovation
Challenge,sustainable industrialization,[sustainable] x [industrialization],9,9_2,,1,,infrastructure industry innovation
Challenge,industrialization,[sustainable] x [industrialization],9,9_2,1,1,,infrastructure industry innovation
Challenge,industrial sector,[sustainable] x [industrialization],9,9_2,2,1,,infrastructure industry innovation
Challenge,industry GDP share,[industry’s share] x [GDP],9,9_2,,1,,infrastructure industry innovation
Challenge,GDP,[industry’s share] x [GDP],9,9_2,1,1,,infrastructure industry innovation
Challenge,industrial sector,[industry’s share] x [GDP],9,9_2,1,1,,infrastructure industry innovation
Challenge,economics,[industry’s share] x [GDP],9,9_2,2,1,,infrastructure industry innovation
Challenge,industry employment share,[industry’s share] x [employment],9,9_2,,1,,infrastructure industry innovation
Challenge,employment,[industry’s share] x [employment],9,9_2,1,1,,infrastructure industry innovation
Challenge,jobs,[industry’s share] x [employment],9,9_2,2,1,,infrastructure industry innovation
Challenge,industrial sector,[industry’s share] x [employment],9,9_2,1,1,,infrastructure industry innovation
Challenge,financial service accessibility,[access] x [financial services],9,9_3,,1,,infrastructure industry innovation
Challenge,financial services,[access] x [financial services],9,9_3,1,1,,infrastructure industry innovation
Challenge,finance,[access] x [financial services],9,9_3,2,1,,infrastructure industry innovation
Challenge,accessibility,[access] x [financial services],9,9_3,1,1,,infrastructure industry innovation
Challenge,affordable credit, affordable credit,9,9_3,,1,,infrastructure industry innovation
Challenge,economics, affordable credit,9,9_3,2,1,,infrastructure industry innovation
Challenge,affordability, affordable credit,9,9_3,1,1,,infrastructure industry innovation
Challenge,credit, affordable credit,9,9_3,1,1,,infrastructure industry innovation
Challenge,value chains,value chains,9,9_3,,1,,infrastructure industry innovation
Challenge,economics,value chains,9,9_3,1,1,,infrastructure industry innovation
Challenge,markets,markets,9,9_3,,1,,infrastructure industry innovation
Challenge,trade,markets,9,9_3,1,1,,infrastructure industry innovation
Challenge,infrastructure upgrade,[infrastructure] x [upgrade],9,9_4,,1,,infrastructure industry innovation
Challenge,infrastructure,[infrastructure] x [upgrade],9,9_4,1,1,,infrastructure industry innovation
Challenge,retrofit industry upgrade,[retrofit industries] x [upgrade],9,9_4,,1,,infrastructure industry innovation
Challenge,retrofit industry,[retrofit industries] x [upgrade],9,9_4,1,1,,infrastructure industry innovation
Challenge,industrial sector,[retrofit industries] x [upgrade],9,9_4,2,1,,infrastructure industry innovation
Challenge,ressource use efficiency,ressource use efficiency,9,9_4,,1,,infrastructure industry innovation
Challenge,ressource efficiency,ressource use efficiency,9,9_4,1,1,,infrastructure industry innovation
Challenge,clean technology,[clean] x [technologies],9,9_4,,1,,infrastructure industry innovation
Challenge,technology,[clean] x [technologies],9,9_4,1,1,,infrastructure industry innovation
Challenge,environmentally sound technologies,[environmentally sound] x [technologies],9,9_4,,1,,infrastructure industry innovation
Challenge,environment,[environmentally sound] x [technologies],9,9_4,1,1,,infrastructure industry innovation
Challenge,technology,[environmentally sound] x [technologies],9,9_4,1,1,,infrastructure industry innovation
Challenge,clean industry,[clean] x [industrial processes],9,9_4,,1,,infrastructure industry innovation
Challenge,industrial sector,[clean] x [industrial processes],9,9_4,1,1,,infrastructure industry innovation
Challenge,environmentally sound industry,[environmentally sound] x [industrial processes],9,9_4,,1,,infrastructure industry innovation
Challenge,environment,[environmentally sound] x [industrial processes],9,9_4,1,1,,infrastructure industry innovation
Challenge,industrial sector,[environmentally sound] x [industrial processes],9,9_4,1,1,,infrastructure industry innovation
Challenge,scientific research,scientific research,9,9_5,,1,,infrastructure industry innovation
Challenge,science,scientific research,9,9_5,1,1,,infrastructure industry innovation
Challenge,research,scientific research,9,9_5,1,1,,infrastructure industry innovation
Challenge,industry technological capability,[technological capabilities] x [industrial sectors],9,9_5,,1,,infrastructure industry innovation
Challenge,industrial sector,[technological capabilities] x [industrial sectors],9,9_5,1,1,,infrastructure industry innovation
Challenge,technological capability,[technological capabilities] x [industrial sectors],9,9_5,1,1,,infrastructure industry innovation
Challenge,technology,[technological capabilities] x [industrial sectors],9,9_5,2,1,,infrastructure industry innovation
Challenge,innovation,innovation,9,9_5,,1,,infrastructure industry innovation
Challenge,R&D workers,[R&D] x [workers],9,9_5,,1,,infrastructure industry innovation
Challenge,R&D,[R&D] x [workers],9,9_5,1,1,,infrastructure industry innovation
Challenge,workers,[R&D] x [workers],9,9_5,1,1,,infrastructure industry innovation
Challenge,public R&D spending,[public] x [R&D] x [spending],9,9_5,,1,,infrastructure industry innovation
Challenge,R&D spending,[public] x [R&D] x [spending],9,9_5,1,1,,infrastructure industry innovation
Challenge,R&D,[public] x [R&D] x [spending],9,9_5,2,1,,infrastructure industry innovation
Challenge,ressource mobilization,[public] x [R&D] x [spending],9,9_5,2,1,,infrastructure industry innovation
Challenge,public spending,[public] x [R&D] x [spending],9,9_5,1,1,,infrastructure industry innovation
Challenge,public finance,[public] x [R&D] x [spending],9,9_5,2,1,,infrastructure industry innovation
Challenge,finance,[public] x [R&D] x [spending],9,9_5,3,1,,infrastructure industry innovation
Challenge,private R&D spending,[private] x [R&D] x [spending],9,9_5,,1,,infrastructure industry innovation
Challenge,R&D spending,[private] x [R&D] x [spending],9,9_5,1,1,,infrastructure industry innovation
Challenge,private spending,[private] x [R&D] x [spending],9,9_5,1,1,,infrastructure industry innovation
Challenge,private finance,[private] x [R&D] x [spending],9,9_5,2,1,,infrastructure industry innovation
Challenge,R&D,[private] x [R&D] x [spending],9,9_5,2,1,,infrastructure industry innovation
Challenge,ressource mobilization,[private] x [R&D] x [spending],9,9_5,2,1,,infrastructure industry innovation
Challenge,finance,[private] x [R&D] x [spending],9,9_5,3,1,,infrastructure industry innovation
Challenge,income growth,income growth,10,10_1,,1,,inequality
Challenge,income,income growth,10,10_1,1,1,,inequality
Challenge,economics,income growth,10,10_1,2,1,,inequality
Challenge,social inclusivity,[social] x [inclusion],10,10_2,,1,,inequality
Challenge,inclusivity,[social] x [inclusion],10,10_2,1,1,,inequality
Challenge,economic inclusivity,[economic] x [inclusion],10,10_2,,1,,inequality
Challenge,inclusivity,[economic] x [inclusion],10,10_2,1,1,,inequality
Challenge,political inclusivity,[political] x [inclusion],10,10_2,,1,,inequality
Challenge,inclusivity,[political] x [inclusion],10,10_2,1,1,,inequality
Challenge,equal opportunity,equal opportunity ,10,10_3,,1,,inequality
Challenge,equal access,equal opportunity ,10,10_3,1,1,,inequality
Challenge,equality,equal opportunity ,10,10_3,2,1,,inequality
Challenge,discrimination,inequalities of outcome,10,10_3,,1,,inequality
Challenge,fiscal policies,[fiscal] x [policies],10,10_4,,1,,inequality
Challenge,policy,[fiscal] x [policies],10,10_4,1,1,,inequality
Challenge,economics,[fiscal] x [policies],10,10_4,1,1,,inequality
Challenge,finance,[fiscal] x [policies],10,10_4,1,1,,inequality
Challenge,wage policies,[wage] x [policies],10,10_4,,1,,inequality
Challenge,policy,[wage] x [policies],10,10_4,1,1,,inequality
Challenge,wages,[wage] x [policies],10,10_4,1,1,,inequality
Challenge,finance,[wage] x [policies],10,10_4,1,1,,inequality
Challenge,economics,[wage] x [policies],10,10_4,2,1,,inequality
Challenge,social protection policies,[social protection] x [policies],10,10_4,,1,,inequality
Challenge,social protection,[social protection] x [policies],10,10_4,1,1,,inequality
Challenge,policy,[social protection] x [policies],10,10_4,1,1,,inequality
Challenge,policy adoption,adopt policies,10,10_4,,1,,inequality
Challenge,policy,adopt policies,10,10_4,1,1,,inequality
Challenge,equality,greater equality,10,10_4,,1,,inequality
Challenge,global financial market regulation,[regulation] x [global financial markets],10,10_5,,1,,inequality
